,UF,V0227,V0226,V02322,V4621,V4105
50682,28,,2.0,2.0,1050.0,1
50683,28,,2.0,2.0,5000.0,1
50684,28,,2.0,2.0,3333.0,1
50685,28,,,,,1
50686,28,,2.0,2.0,1816.0,1
50687,28,,2.0,2.0,788.0,1
50688,28,,2.0,2.0,3383.0,1
50689,28,,,,,1
50690,28,,,,,1
50691,28,,,,,1
50692,28,,2.0,2.0,1166.0,1
50693,28,,2.0,2.0,3523.0,1
50694,28,,,,,1
50695,28,,2.0,2.0,1875.0,1
50696,28,,,,,1
50697,28,,2.0,2.0,999999999999.0,1
50698,28,,,,,1
50699,28,,,,,1
50700,28,,2.0,2.0,809.0,1
50701,28,,,,,1
50702,28,,2.0,4.0,600.0,1
50703,28,,2.0,4.0,999999999999.0,1
50704,28,,2.0,2.0,1095.0,1
50705,28,,2.0,4.0,994.0,1
50706,28,,2.0,2.0,4037.0,1
50707,28,,2.0,2.0,999999999999.0,1
50708,28,,,,,1
50709,28,,,,,1
50710,28,,2.0,2.0,1404.0,1
50711,28,,2.0,4.0,788.0,1
50712,28,,2.0,2.0,1141.0,1
50713,28,,,,,1
50714,28,,2.0,2.0,772.0,1
50715,28,,2.0,4.0,2144.0,1
50716,28,,,,,1
50717,28,,2.0,2.0,666.0,1
50718,28,,,,,1
50719,28,,2.0,2.0,760.0,1
50720,28,,2.0,2.0,900.0,1
50721,28,,,,,1
50722,28,,2.0,2.0,397.0,1
50723,28,,2.0,2.0,480.0,1
50724,28,,2.0,4.0,1600.0,1
50725,28,,,,,1
50726,28,,2.0,2.0,400.0,1
50727,28,,,,,1
50728,28,,,,,1
50729,28,,,,,1
50730,28,,,,,1
50731,28,,2.0,2.0,1006.0,1
50732,28,,2.0,2.0,595.0,1
50733,28,,2.0,2.0,566.0,1
50734,28,,,,,1
50735,28,,2.0,2.0,331.0,1
50736,28,,2.0,4.0,994.0,1
50737,28,,,,,1
50738,28,,,,,1
50739,28,,,,,1
50740,28,,2.0,4.0,384.0,1
50741,28,,2.0,2.0,400.0,1
50742,28,,2.0,2.0,844.0,1
50743,28,,2.0,4.0,660.0,1
50744,28,,,,,1
50745,28,,2.0,2.0,325.0,1
50746,28,,2.0,2.0,337.0,1
50747,28,,2.0,2.0,316.0,1
50748,28,,,,,1
50749,28,,2.0,4.0,925.0,1
50750,28,,,,,1
50751,28,,2.0,2.0,1250.0,1
50752,28,,2.0,2.0,394.0,1
50753,28,,2.0,2.0,694.0,1
50754,28,,,,,1
50755,28,,2.0,2.0,1544.0,1
50756,28,,2.0,4.0,858.0,1
50757,28,,2.0,2.0,0.0,1
50758,28,,2.0,2.0,788.0,1
50759,28,,2.0,2.0,1029.0,1
50760,28,,,,,1
50761,28,,2.0,2.0,394.0,1
50762,28,,2.0,4.0,800.0,1
50763,28,,2.0,2.0,952.0,1
50764,28,,2.0,2.0,2536.0,1
50765,28,,2.0,4.0,1200.0,1
50766,28,,,,,1
50767,28,,2.0,2.0,416.0,1
50768,28,,,,,1
50769,28,,2.0,2.0,1650.0,1
50770,28,,2.0,2.0,785.0,1
50771,28,,2.0,4.0,1576.0,1
50772,28,,2.0,2.0,1757.0,1
50773,28,,2.0,2.0,5000.0,1
50774,28,,2.0,2.0,452.0,1
50775,28,,2.0,2.0,1005.0,1
50776,28,,,,,1
50777,28,,2.0,2.0,800.0,1
50778,28,,,,,1
50779,28,,2.0,2.0,472.0,1
50780,28,,2.0,2.0,293.0,1
50781,28,,2.0,2.0,999999999999.0,1
50782,28,,,,,1
50783,28,,2.0,4.0,788.0,1
50784,28,,2.0,2.0,509.0,1
50785,28,,2.0,2.0,3183.0,1
50786,28,,2.0,2.0,1475.0,1
50787,28,,2.0,2.0,720.0,1
50788,28,,2.0,2.0,1463.0,1
50789,28,,2.0,2.0,1250.0,1
50790,28,,2.0,2.0,1476.0,1
50791,28,,2.0,2.0,765.0,1
50792,28,,2.0,2.0,500.0,1
50793,28,,2.0,2.0,2637.0,1
50794,28,,2.0,2.0,2750.0,1
50795,28,,2.0,2.0,0.0,1
50796,28,,2.0,2.0,672.0,1
50797,28,,,,,1
50798,28,,2.0,4.0,394.0,1
50799,28,,2.0,2.0,550.0,1
50800,28,,2.0,4.0,900.0,1
50801,28,,,,,1
50802,28,,2.0,2.0,384.0,1
50803,28,,2.0,2.0,466.0,1
50804,28,,,,,1
50805,28,,2.0,2.0,181.0,1
50806,28,,2.0,4.0,600.0,1
50807,28,,2.0,2.0,400.0,1
50808,28,,,,,1
50809,28,,2.0,2.0,788.0,1
50810,28,,,,,1
50811,28,,,,,1
50812,28,,2.0,2.0,800.0,1
50813,28,,,,,1
50814,28,,2.0,2.0,417.0,1
50815,28,,2.0,4.0,788.0,1
50816,28,,2.0,2.0,600.0,1
50817,28,,2.0,2.0,962.0,1
50818,28,,2.0,2.0,1238.0,1
50819,28,,2.0,4.0,2750.0,1
50820,28,,2.0,2.0,1000.0,1
50821,28,,2.0,2.0,575.0,1
50822,28,,,,,1
50823,28,,2.0,2.0,652.0,1
50824,28,,2.0,2.0,490.0,1
50825,28,,,,,1
50826,28,,2.0,2.0,1794.0,1
50827,28,,2.0,2.0,572.0,1
50828,28,,2.0,2.0,583.0,1
50829,28,,2.0,2.0,797.0,1
50830,28,,2.0,2.0,4788.0,1
50831,28,,2.0,2.0,750.0,1
50832,28,,,,,1
50833,28,,2.0,2.0,1162.0,1
50834,28,,2.0,2.0,1087.0,1
50835,28,,2.0,2.0,1500.0,1
50836,28,,2.0,2.0,1533.0,1
50837,28,,2.0,2.0,731.0,1
50838,28,,2.0,2.0,3577.0,1
50839,28,,2.0,2.0,520.0,1
50840,28,,,,,1
50841,28,,2.0,2.0,595.0,1
50842,28,,,,,1
50843,28,3.0,4.0,4.0,788.0,1
50844,28,,2.0,2.0,300.0,1
50845,28,,2.0,4.0,0.0,1
50846,28,,2.0,4.0,200.0,1
50847,28,,2.0,2.0,310.0,1
50848,28,,2.0,2.0,225.0,1
50849,28,,2.0,2.0,365.0,1
50850,28,,2.0,2.0,1632.0,1
50851,28,,2.0,2.0,534.0,1
50852,28,,2.0,2.0,1144.0,1
50853,28,,2.0,4.0,0.0,1
50854,28,,2.0,4.0,880.0,1
50855,28,,2.0,2.0,1075.0,1
50856,28,,2.0,2.0,684.0,1
50857,28,,2.0,4.0,1200.0,1
50858,28,,2.0,2.0,1694.0,1
50859,28,,2.0,2.0,1974.0,1
50860,28,,2.0,2.0,1130.0,1
50861,28,,2.0,2.0,840.0,1
50862,28,,,,,1
50863,28,,2.0,4.0,494.0,1
50864,28,,2.0,4.0,194.0,1
50865,28,,2.0,2.0,482.0,1
50866,28,,2.0,2.0,562.0,1
50867,28,,2.0,2.0,310.0,1
50868,28,,2.0,2.0,396.0,1
50869,28,,2.0,2.0,350.0,1
50870,28,,,,,1
50871,28,,2.0,2.0,1250.0,1
50872,28,,2.0,2.0,969.0,1
50873,28,,2.0,2.0,394.0,1
50874,28,,2.0,4.0,656.0,1
50875,28,,2.0,2.0,597.0,1
50876,28,,2.0,2.0,782.0,1
50877,28,,2.0,2.0,1862.0,1
50878,28,,2.0,4.0,329.0,1
50879,28,,2.0,4.0,300.0,1
50880,28,,2.0,2.0,500.0,1
50881,28,,2.0,2.0,1262.0,1
50882,28,,2.0,2.0,729.0,1
50883,28,,2.0,2.0,366.0,1
50884,28,,2.0,2.0,1100.0,1
50885,28,,2.0,2.0,300.0,1
50886,28,,2.0,2.0,578.0,1
50887,28,,2.0,2.0,333.0,1
50888,28,,2.0,2.0,216.0,1
50889,28,,,,,1
50890,28,,2.0,2.0,616.0,1
50891,28,,2.0,4.0,525.0,1
50892,28,,,,,1
50893,28,3.0,4.0,4.0,551.0,1
50894,28,,2.0,2.0,725.0,1
50895,28,,2.0,2.0,477.0,1
50896,28,,2.0,4.0,1200.0,1
50897,28,,2.0,4.0,900.0,1
50898,28,,2.0,2.0,400.0,1
50899,28,,2.0,2.0,600.0,1
50900,28,,,,,1
50901,28,,2.0,2.0,255.0,1
50902,28,,2.0,2.0,443.0,1
50903,28,,,,,1
50904,28,,2.0,2.0,1008.0,1
50905,28,,2.0,2.0,929.0,1
50906,28,,,,,1
50907,28,,2.0,4.0,788.0,1
50908,28,,,,,1
50909,28,,2.0,4.0,500.0,1
50910,28,,,,,1
50911,28,,,,,1
50912,28,,,,,1
50913,28,,2.0,4.0,262.0,1
50914,28,,2.0,4.0,806.0,1
50915,28,3.0,4.0,4.0,394.0,1
50916,28,,2.0,4.0,56.0,1
50917,28,,2.0,2.0,472.0,1
50918,28,,,,,1
50919,28,,2.0,2.0,6000.0,1
50920,28,,2.0,2.0,300.0,1
50921,28,,,,,1
50922,28,,2.0,4.0,900.0,1
50923,28,,,,,1
50924,28,,2.0,2.0,233.0,1
50925,28,,,,,1
50926,28,,2.0,4.0,525.0,1
50927,28,,2.0,2.0,500.0,1
50928,28,,2.0,2.0,350.0,1
50929,28,,2.0,4.0,517.0,1
50930,28,,2.0,4.0,929.0,1
50931,28,,2.0,2.0,200.0,1
50932,28,,2.0,2.0,181.0,1
50933,28,,,,,1
50934,28,,2.0,4.0,788.0,1
50935,28,,2.0,2.0,247.0,1
50936,28,,2.0,4.0,1150.0,1
50937,28,,2.0,4.0,52.0,1
50938,28,,2.0,2.0,280.0,1
50939,28,,2.0,2.0,180.0,1
50940,28,,2.0,4.0,788.0,1
50941,28,,2.0,4.0,1150.0,1
50942,28,,2.0,2.0,929.0,1
50943,28,,2.0,2.0,586.0,1
50944,28,,2.0,2.0,850.0,1
50945,28,,2.0,2.0,699.0,1
50946,28,,,,,1
50947,28,,2.0,4.0,394.0,1
50948,28,,2.0,4.0,1576.0,1
50949,28,,2.0,4.0,223.0,1
50950,28,,2.0,4.0,525.0,1
50951,28,,2.0,2.0,1275.0,1
50952,28,,2.0,2.0,1919.0,1
50953,28,,,,,1
50954,28,,,,,1
50955,28,,2.0,4.0,336.0,1
50956,28,,2.0,2.0,850.0,1
50957,28,,2.0,4.0,607.0,1
50958,28,,,,,1
50959,28,,2.0,2.0,566.0,1
50960,28,,,,,1
50961,28,,2.0,2.0,2000.0,1
50962,28,,2.0,2.0,700.0,1
50963,28,,,,,1
50964,28,,,,,1
50965,28,,,,,1
50966,28,,2.0,2.0,625.0,1
50967,28,,2.0,2.0,610.0,1
50968,28,,,,,1
50969,28,,2.0,2.0,3333.0,1
50970,28,,2.0,2.0,1387.0,1
50971,28,,2.0,2.0,1500.0,1
50972,28,,2.0,2.0,600.0,1
50973,28,,2.0,2.0,1433.0,1
50974,28,,2.0,2.0,1581.0,1
50975,28,,2.0,2.0,3850.0,1
50976,28,,2.0,2.0,662.0,1
50977,28,,2.0,2.0,640.0,1
50978,28,,2.0,2.0,808.0,1
50979,28,,2.0,2.0,976.0,1
50980,28,,2.0,4.0,788.0,1
50981,28,,,,,1
50982,28,,2.0,2.0,425.0,1
50983,28,,2.0,2.0,366.0,1
50984,28,,2.0,2.0,2719.0,1
50985,28,,2.0,2.0,2330.0,1
50986,28,,2.0,4.0,2870.0,1
50987,28,,2.0,2.0,10850.0,1
50988,28,,,,,1
50989,28,,2.0,4.0,788.0,1
50990,28,,2.0,4.0,1515.0,1
50991,28,,,,,1
50992,28,,,,,1
50993,28,,,,,1
50994,28,,,,,1
50995,28,,,,,1
50996,28,,,,,1
50997,28,,2.0,2.0,250.0,1
50998,28,,2.0,2.0,994.0,1
50999,28,,2.0,2.0,258.0,1
51000,28,,2.0,4.0,646.0,1
51001,28,,2.0,4.0,555.0,1
51002,28,,,,,1
51003,28,,,,,1
51004,28,,2.0,2.0,1280.0,1
51005,28,,2.0,2.0,560.0,1
51006,28,,2.0,2.0,2733.0,1
51007,28,,2.0,2.0,875.0,1
51008,28,,2.0,2.0,788.0,1
51009,28,,2.0,2.0,3770.0,1
51010,28,,2.0,2.0,566.0,1
51011,28,,2.0,2.0,3170.0,1
51012,28,,,,,1
51013,28,,2.0,2.0,231.0,1
51014,28,,2.0,2.0,530.0,1
51015,28,,2.0,2.0,1496.0,1
51016,28,,,,,1
51017,28,,2.0,4.0,879.0,1
51018,28,,2.0,2.0,394.0,1
51019,28,,2.0,2.0,1125.0,1
51020,28,,,,,1
51021,28,,2.0,2.0,1225.0,1
51022,28,,2.0,2.0,904.0,1
51023,28,,2.0,2.0,262.0,1
51024,28,,2.0,2.0,775.0,1
51025,28,,2.0,2.0,874.0,1
51026,28,,,,,1
51027,28,,2.0,4.0,584.0,1
51028,28,,,,,1
51029,28,,2.0,2.0,1171.0,1
51030,28,,2.0,2.0,1483.0,1
51031,28,,2.0,4.0,394.0,1
51032,28,,2.0,2.0,1650.0,1
51033,28,,2.0,2.0,514.0,1
51034,28,,2.0,2.0,590.0,1
51035,28,,2.0,2.0,1387.0,1
51036,28,,2.0,2.0,2825.0,1
51037,28,,,,,1
51038,28,,2.0,2.0,648.0,1
51039,28,3.0,4.0,4.0,150.0,1
51040,28,,2.0,4.0,1546.0,1
51041,28,,2.0,4.0,533.0,1
51042,28,,2.0,2.0,1055.0,1
51043,28,,2.0,2.0,545.0,1
51044,28,,2.0,2.0,0.0,1
51045,28,,2.0,2.0,304.0,1
51046,28,,2.0,2.0,800.0,1
51047,28,,2.0,4.0,794.0,1
51048,28,,2.0,4.0,391.0,1
51049,28,,,,,1
51050,28,,2.0,2.0,1410.0,1
51051,28,,,,,1
51052,28,,2.0,2.0,405.0,1
51053,28,,2.0,4.0,394.0,1
51054,28,,2.0,4.0,235.0,1
51055,28,,,,,1
51056,28,,,,,1
51057,28,,2.0,4.0,394.0,1
51058,28,,,,,1
51059,28,,,,,1
51060,28,,2.0,2.0,4693.0,1
51061,28,,,,,1
51062,28,,,,,1
51063,28,,,,,1
51064,28,,,,,1
51065,28,,2.0,2.0,2500.0,1
51066,28,,2.0,2.0,4000.0,1
51067,28,,,,,1
51068,28,,2.0,2.0,10666.0,1
51069,28,,,,,1
51070,28,,,,,1
51071,28,,,,,1
51072,28,,,,,1
51073,28,,,,,1
51074,28,,,,,1
51075,28,,2.0,2.0,788.0,1
51076,28,,,,,1
51077,28,,,,,1
51078,28,,,,,1
51079,28,,2.0,2.0,4066.0,1
51080,28,,2.0,2.0,1596.0,1
51081,28,,2.0,2.0,550.0,1
51082,28,,2.0,2.0,766.0,1
51083,28,,2.0,2.0,1494.0,1
51084,28,,2.0,2.0,2876.0,1
51085,28,,,,,1
51086,28,,2.0,2.0,7250.0,1
51087,28,,2.0,2.0,3500.0,1
51088,28,,2.0,2.0,3166.0,1
51089,28,,2.0,2.0,850.0,1
51090,28,,,,,1
51091,28,,2.0,2.0,1525.0,1
51092,28,,2.0,4.0,626.0,1
51093,28,,,,,1
51094,28,,,,,1
51095,28,,,,,1
51096,28,,2.0,2.0,975.0,1
51097,28,,,,,1
51098,28,,,,,1
51099,28,,2.0,2.0,3250.0,1
51100,28,,2.0,2.0,1325.0,1
51101,28,,2.0,2.0,2500.0,1
51102,28,,2.0,2.0,2250.0,1
51103,28,,2.0,2.0,2100.0,1
51104,28,,2.0,2.0,749.0,1
51105,28,,2.0,2.0,1333.0,1
51106,28,,2.0,2.0,500.0,1
51107,28,,2.0,4.0,446.0,1
51108,28,,2.0,2.0,625.0,1
51109,28,,2.0,2.0,533.0,1
51110,28,,,,,1
51111,28,,2.0,4.0,788.0,1
51112,28,,2.0,2.0,472.0,1
51113,28,,,,,1
51114,28,,2.0,4.0,788.0,1
51115,28,,2.0,2.0,999999999999.0,1
51116,28,,2.0,2.0,1075.0,1
51117,28,,,,,1
51118,28,,2.0,4.0,3900.0,1
51119,28,,2.0,2.0,525.0,1
51120,28,,2.0,2.0,694.0,1
51121,28,,2.0,2.0,950.0,1
51122,28,,2.0,4.0,788.0,1
51123,28,,2.0,2.0,965.0,1
51124,28,,2.0,4.0,166.0,1
51125,28,,2.0,4.0,357.0,1
51126,28,,2.0,2.0,275.0,1
51127,28,,2.0,4.0,315.0,1
51128,28,,2.0,4.0,425.0,1
51129,28,,,,,1
51130,28,,2.0,4.0,1576.0,1
51131,28,,2.0,2.0,0.0,1
51132,28,,,,,1
51133,28,,2.0,4.0,565.0,1
51134,28,,2.0,2.0,539.0,1
51135,28,,,,,1
51136,28,,2.0,4.0,591.0,1
51137,28,,2.0,2.0,266.0,1
51138,28,,2.0,2.0,1200.0,1
51139,28,,2.0,2.0,0.0,1
51140,28,,2.0,2.0,0.0,1
51141,28,,2.0,2.0,788.0,1
51142,28,,2.0,2.0,382.0,1
51143,28,,2.0,2.0,506.0,1
51144,28,,2.0,2.0,382.0,1
51145,28,,2.0,4.0,597.0,1
51146,28,,,,,1
51147,28,,2.0,4.0,722.0,1
51148,28,,2.0,2.0,919.0,1
51149,28,,2.0,4.0,300.0,1
51150,28,,2.0,2.0,404.0,1
51151,28,,2.0,2.0,1750.0,1
51152,28,,2.0,4.0,788.0,1
51153,28,,,,,1
51154,28,,2.0,4.0,177.0,1
51155,28,,,,,1
51156,28,,,,,1
51157,28,,2.0,4.0,0.0,1
51158,28,,,,,1
51159,28,,2.0,2.0,1947.0,1
51160,28,,2.0,2.0,394.0,1
51161,28,,2.0,2.0,900.0,1
51162,28,,,,,1
51163,28,,2.0,2.0,649.0,1
51164,28,,,,,1
51165,28,,,,,1
51166,28,,2.0,2.0,1200.0,1
51167,28,,,,,1
51168,28,,2.0,4.0,262.0,1
51169,28,,,,,1
51170,28,,,,,1
51171,28,,,,,1
51172,28,,,,,1
51173,28,,,,,1
51174,28,,2.0,4.0,170.0,1
51175,28,,2.0,2.0,146.0,1
51176,28,,2.0,2.0,148.0,1
51177,28,,,,,1
51178,28,,,,,1
51179,28,,2.0,2.0,394.0,1
51180,28,,2.0,2.0,788.0,1
51181,28,,,,,1
51182,28,,,,,1
51183,28,,2.0,4.0,100.0,1
51184,28,,2.0,2.0,767.0,1
51185,28,,,,,1
51186,28,,,,,1
51187,28,,2.0,4.0,583.0,1
51188,28,,2.0,2.0,656.0,1
51189,28,,2.0,2.0,546.0,1
51190,28,3.0,4.0,4.0,472.0,1
51191,28,,,,,1
51192,28,,2.0,4.0,788.0,1
51193,28,,,,,1
51194,28,,,,,1
51195,28,,,,,1
51196,28,,2.0,4.0,788.0,1
51197,28,,2.0,4.0,788.0,1
51198,28,1.0,4.0,4.0,191.0,1
51199,28,,2.0,4.0,525.0,1
51200,28,,2.0,4.0,1576.0,1
51201,28,,2.0,2.0,260.0,1
51202,28,,,,,1
51203,28,,2.0,2.0,499.0,1
51204,28,,2.0,2.0,466.0,1
51205,28,,2.0,2.0,138.0,1
51206,28,,2.0,2.0,309.0,1
51207,28,,2.0,2.0,468.0,1
51208,28,,2.0,2.0,316.0,1
51209,28,,,,,1
51210,28,,2.0,2.0,246.0,1
51211,28,,2.0,4.0,79.0,1
51212,28,,2.0,2.0,116.0,1
51213,28,,2.0,4.0,311.0,1
51214,28,,2.0,2.0,44.0,1
51215,28,,2.0,4.0,204.0,1
51216,28,,2.0,2.0,797.0,1
51217,28,,2.0,2.0,206.0,1
51218,28,,2.0,4.0,273.0,2
51219,28,,2.0,2.0,999999999999.0,2
51220,28,,2.0,2.0,406.0,2
51221,28,,2.0,2.0,0.0,2
51222,28,,,,,2
51223,28,,2.0,2.0,98.0,2
51224,28,,2.0,4.0,262.0,2
51225,28,,,,,2
51226,28,,2.0,2.0,501.0,2
51227,28,,2.0,2.0,470.0,2
51228,28,,2.0,2.0,781.0,2
51229,28,,,,,2
51230,28,,2.0,2.0,484.0,2
51231,28,,2.0,2.0,307.0,2
51232,28,,,,,2
51233,28,,,,,2
51234,28,,2.0,4.0,77.0,8
51235,28,,2.0,2.0,156.0,8
51236,28,,,,,8
51237,28,,2.0,4.0,238.0,8
51238,28,,2.0,2.0,838.0,8
51239,28,,2.0,2.0,419.0,8
51240,28,,2.0,2.0,237.0,8
51241,28,,2.0,4.0,788.0,8
51242,28,,2.0,4.0,228.0,8
51243,28,,2.0,4.0,224.0,8
51244,28,,,,,8
51245,28,,,,,8
51246,28,,,,,8
51247,28,,2.0,4.0,333.0,8
51248,28,,2.0,4.0,144.0,8
51249,28,,2.0,4.0,462.0,8
51250,28,,2.0,4.0,788.0,8
51251,28,,2.0,4.0,292.0,8
51252,28,,,,,8
51253,28,,,,,8
51254,28,,2.0,4.0,727.0,8
51255,28,,,,,8
51256,28,,,,,8
51257,28,,,,,8
51258,28,,2.0,4.0,920.0,8
51259,28,,2.0,2.0,226.0,8
51260,28,,2.0,2.0,572.0,8
51261,28,,,,,1
51262,28,,2.0,2.0,1144.0,1
51263,28,,2.0,4.0,465.0,1
51264,28,,2.0,2.0,400.0,1
51265,28,,2.0,2.0,1666.0,1
51266,28,,,,,1
51267,28,,2.0,4.0,177.0,1
51268,28,,2.0,4.0,250.0,1
51269,28,,2.0,2.0,1094.0,1
51270,28,,2.0,2.0,1500.0,1
51271,28,,2.0,4.0,938.0,1
51272,28,,2.0,4.0,788.0,1
51273,28,,2.0,2.0,3000.0,1
51274,28,,2.0,2.0,788.0,1
51275,28,,,,,1
51276,28,,2.0,4.0,3000.0,1
51277,28,,2.0,2.0,4262.0,1
51278,28,,2.0,2.0,500.0,1
51279,28,,2.0,2.0,1188.0,1
51280,28,,,,,1
51281,28,,,,,1
51282,28,,2.0,4.0,533.0,1
51283,28,,2.0,2.0,1750.0,1
51284,28,,2.0,2.0,1383.0,1
51285,28,,2.0,4.0,3750.0,1
51286,28,,2.0,2.0,500.0,1
51287,28,,,,,1
51288,28,,2.0,2.0,633.0,5
51289,28,,2.0,2.0,263.0,5
51290,28,,2.0,4.0,519.0,5
51291,28,,2.0,4.0,312.0,5
51292,28,,2.0,4.0,500.0,5
51293,28,,2.0,4.0,788.0,5
51294,28,,,,,5
51295,28,,2.0,4.0,135.0,5
51296,28,,2.0,2.0,306.0,5
51297,28,,,,,5
51298,28,,2.0,4.0,115.0,5
51299,28,,2.0,4.0,207.0,5
51300,28,,2.0,2.0,60.0,8
51301,28,,2.0,2.0,688.0,8
51302,28,,2.0,2.0,269.0,8
51303,28,,2.0,2.0,435.0,8
51304,28,,,,,8
51305,28,,,,,8
51306,28,,,,,8
51307,28,,,,,8
51308,28,,,,,8
51309,28,,,,,8
51310,28,,,,,8
51311,28,,2.0,4.0,999999999999.0,8
51312,28,,2.0,4.0,788.0,8
51313,28,,,,,1
51314,28,,,,,1
51315,28,,2.0,4.0,155.0,1
51316,28,,2.0,4.0,788.0,1
51317,28,,2.0,4.0,200.0,1
51318,28,,,,,1
51319,28,,2.0,4.0,213.0,1
51320,28,,2.0,2.0,318.0,1
51321,28,,2.0,2.0,262.0,1
51322,28,,2.0,2.0,425.0,1
51323,28,,2.0,2.0,1150.0,1
51324,28,,2.0,2.0,125.0,1
51325,28,,2.0,2.0,900.0,1
51326,28,,2.0,4.0,788.0,1
51327,28,,2.0,2.0,525.0,1
51328,28,,2.0,4.0,788.0,1
51329,28,,,,,1
51330,28,,2.0,4.0,788.0,1
51331,28,,2.0,2.0,4150.0,1
51332,28,,2.0,4.0,788.0,1
51333,28,,2.0,4.0,506.0,1
51334,28,,2.0,2.0,394.0,1
51335,28,,2.0,2.0,900.0,1
51336,28,,2.0,4.0,131.0,1
51337,28,,2.0,2.0,769.0,1
51338,28,,2.0,4.0,315.0,1
51339,28,,2.0,2.0,788.0,1
51340,28,,2.0,2.0,240.0,1
51341,28,,2.0,2.0,159.0,1
51342,28,,2.0,2.0,272.0,1
51343,28,,2.0,4.0,2000.0,1
51344,28,,2.0,2.0,525.0,1
51345,28,,2.0,4.0,394.0,1
51346,28,,2.0,4.0,788.0,1
51347,28,,2.0,2.0,52.0,1
51348,28,,2.0,2.0,250.0,1
51349,28,,,,,1
51350,28,,2.0,2.0,186.0,1
51351,28,,2.0,4.0,155.0,1
51352,28,,,,,1
51353,28,,,,,1
51354,28,3.0,4.0,2.0,237.0,1
51355,28,,2.0,4.0,408.0,2
51356,28,,2.0,2.0,400.0,2
51357,28,,2.0,4.0,301.0,2
51358,28,,2.0,4.0,394.0,2
51359,28,,2.0,2.0,387.0,2
51360,28,,2.0,2.0,533.0,2
51361,28,,2.0,2.0,375.0,2
51362,28,,2.0,4.0,3296.0,2
51363,28,,2.0,2.0,560.0,2
51364,28,,2.0,4.0,844.0,2
51365,28,,2.0,4.0,300.0,2
51366,28,,2.0,2.0,835.0,2
51367,28,,,,,2
51368,28,,,,,2
51369,28,,2.0,4.0,199.0,5
51370,28,,2.0,4.0,695.0,5
51371,28,,2.0,4.0,552.0,5
51372,28,,,,,5
51373,28,,2.0,2.0,520.0,5
51374,28,,2.0,4.0,262.0,5
51375,28,,2.0,4.0,262.0,5
51376,28,,,,,5
51377,28,,2.0,4.0,0.0,5
51378,28,,,,,5
51379,28,,2.0,4.0,366.0,5
51380,28,,,,,8
51381,28,,,,,8
51382,28,,2.0,4.0,435.0,8
51383,28,,2.0,2.0,600.0,8
51384,28,,2.0,4.0,792.0,8
51385,28,,2.0,4.0,78.0,8
51386,28,,2.0,4.0,272.0,8
51387,28,,,,,8
51388,28,,,,,8
51389,28,,2.0,4.0,126.0,8
51390,28,,2.0,4.0,788.0,8
51391,28,,2.0,4.0,634.0,8
51392,28,,2.0,4.0,156.0,8
51393,28,,,,,8
51394,28,,2.0,4.0,150.0,8
51395,28,,2.0,4.0,999999999999.0,8
51396,28,,,,,1
51397,28,,2.0,2.0,315.0,1
51398,28,,2.0,4.0,1088.0,1
51399,28,,2.0,4.0,494.0,1
51400,28,,2.0,2.0,402.0,1
51401,28,,2.0,2.0,250.0,1
51402,28,,,,,1
51403,28,,2.0,4.0,1576.0,1
51404,28,,2.0,4.0,788.0,1
51405,28,,2.0,2.0,342.0,1
51406,28,,2.0,4.0,100.0,1
51407,28,,2.0,4.0,788.0,1
51408,28,,2.0,4.0,788.0,1
51409,28,,2.0,2.0,536.0,1
51410,28,,2.0,2.0,247.0,1
51411,28,,2.0,2.0,592.0,1
51412,28,,,,,1
51413,28,,2.0,4.0,788.0,1
51414,28,,2.0,2.0,3000.0,1
51415,28,,2.0,2.0,256.0,1
51416,28,3.0,4.0,2.0,788.0,1
51417,28,,2.0,2.0,1788.0,1
51418,28,,2.0,2.0,500.0,1
51419,28,,2.0,2.0,1129.0,1
51420,28,,2.0,2.0,696.0,1
51421,28,,2.0,2.0,418.0,1
51422,28,,2.0,2.0,1182.0,1
51423,28,,2.0,4.0,394.0,1
51424,28,,,,,1
51425,28,,2.0,4.0,1576.0,1
51426,28,,2.0,2.0,772.0,1
51427,28,,2.0,2.0,788.0,1
51428,28,,2.0,2.0,788.0,1
51429,28,3.0,4.0,4.0,788.0,8
51430,28,,,,,8
51431,28,,2.0,4.0,240.0,8
51432,28,,2.0,4.0,1231.0,8
51433,28,,,,,8
51434,28,,2.0,4.0,354.0,8
51435,28,,,,,8
51436,28,,2.0,2.0,246.0,8
51437,28,,2.0,4.0,764.0,8
51438,28,,,,,8
51439,28,,2.0,2.0,390.0,8
51440,28,,2.0,4.0,278.0,8
51441,28,,2.0,2.0,788.0,8
51442,28,,2.0,4.0,188.0,8
51443,28,,2.0,2.0,1058.0,1
51444,28,,2.0,4.0,596.0,1
51445,28,,2.0,2.0,197.0,1
51446,28,3.0,4.0,2.0,50.0,1
51447,28,,2.0,2.0,344.0,1
51448,28,,2.0,2.0,312.0,1
51449,28,,2.0,4.0,233.0,1
51450,28,,,,,1
51451,28,,2.0,2.0,1500.0,1
51452,28,,2.0,2.0,158.0,1
51453,28,,2.0,2.0,233.0,1
51454,28,,2.0,4.0,90.0,1
51455,28,,2.0,4.0,112.0,1
51456,28,3.0,4.0,4.0,242.0,1
51457,28,,2.0,2.0,502.0,1
51458,28,,,,,1
51459,28,,2.0,4.0,894.0,8
51460,28,,2.0,4.0,156.0,8
