,UF,V0227,V0226,V02322,V4621,V4105
428,11,,,,,8
429,11,,2.0,4.0,186.0,8
430,11,,2.0,4.0,545.0,8
431,11,,2.0,4.0,1288.0,8
432,11,,2.0,4.0,1366.0,8
433,11,,2.0,4.0,1500.0,8
434,11,,2.0,4.0,1175.0,8
435,11,,2.0,4.0,1070.0,8
436,11,,2.0,4.0,1788.0,8
437,11,,2.0,4.0,5394.0,8
438,11,,,,,8
439,11,,2.0,4.0,900.0,8
440,11,,2.0,2.0,575.0,8
441,11,,2.0,4.0,1596.0,8
442,11,,2.0,2.0,933.0,8
443,11,,2.0,4.0,1075.0,8
444,11,,2.0,2.0,325.0,1
445,11,,2.0,2.0,1233.0,1
446,11,,2.0,2.0,1075.0,1
447,11,,2.0,4.0,517.0,1
448,11,,,,,1
449,11,,2.0,4.0,46.0,1
450,11,,2.0,4.0,665.0,1
451,11,,,,,1
452,11,,2.0,4.0,583.0,1
453,11,,2.0,2.0,999999999999.0,1
454,11,,2.0,4.0,1500.0,1
455,11,,2.0,2.0,1144.0,1
456,11,,2.0,2.0,494.0,1
457,11,,2.0,2.0,833.0,1
458,11,,2.0,2.0,1088.0,1
459,11,,2.0,4.0,841.0,1
460,11,,2.0,4.0,1182.0,1
461,11,,2.0,2.0,455.0,1
462,11,,2.0,4.0,2500.0,1
463,11,,2.0,4.0,394.0,1
464,11,,2.0,4.0,894.0,1
465,11,,2.0,4.0,396.0,1
466,11,,2.0,2.0,340.0,1
467,11,,,,,1
468,11,,2.0,4.0,551.0,1
469,11,3.0,4.0,2.0,1920.0,1
470,11,,2.0,4.0,500.0,1
471,11,,2.0,4.0,788.0,1
472,11,,2.0,4.0,412.0,1
473,11,,2.0,4.0,894.0,1
474,11,,2.0,4.0,1233.0,1
475,11,,2.0,4.0,591.0,1
476,11,,2.0,4.0,394.0,1
477,11,,2.0,4.0,1994.0,1
478,11,,2.0,2.0,553.0,1
479,11,,,,,1
480,11,,2.0,2.0,327.0,1
481,11,,2.0,4.0,725.0,1
482,11,,2.0,4.0,788.0,1
483,11,,2.0,4.0,1167.0,1
484,11,,2.0,2.0,1194.0,1
485,11,3.0,4.0,4.0,245.0,1
486,11,,2.0,2.0,679.0,1
487,11,,2.0,4.0,755.0,1
488,11,,2.0,2.0,476.0,1
489,11,,2.0,2.0,2364.0,1
490,11,,2.0,4.0,1344.0,1
491,11,,2.0,2.0,966.0,1
492,11,,,,,1
493,11,,2.0,2.0,578.0,1
494,11,3.0,4.0,4.0,2219.0,8
495,11,,2.0,4.0,1213.0,8
496,11,,2.0,4.0,1012.0,8
497,11,,,,,8
498,11,,,,,8
499,11,,,,,8
500,11,,,,,8
501,11,,2.0,4.0,866.0,8
502,11,,2.0,4.0,678.0,8
503,11,,,,,8
504,11,,,,,8
505,11,,2.0,2.0,800.0,8
506,11,,2.0,4.0,233.0,8
507,11,,2.0,4.0,186.0,8
508,11,,2.0,4.0,262.0,8
509,11,,,,,8
510,11,,2.0,4.0,597.0,1
511,11,,2.0,4.0,1400.0,1
512,11,,2.0,4.0,1360.0,1
513,11,,2.0,4.0,788.0,1
514,11,,2.0,4.0,788.0,1
515,11,,2.0,4.0,205.0,1
516,11,,2.0,4.0,788.0,1
517,11,,2.0,4.0,254.0,1
518,11,,2.0,4.0,525.0,1
519,11,,2.0,4.0,454.0,1
520,11,,2.0,4.0,788.0,1
521,11,,2.0,4.0,529.0,1
522,11,3.0,4.0,4.0,351.0,1
523,11,,,,,1
524,11,,2.0,4.0,325.0,1
525,11,,2.0,2.0,394.0,1
526,11,,2.0,4.0,145.0,1
527,11,,2.0,4.0,925.0,1
528,11,,2.0,4.0,1500.0,1
529,11,,2.0,4.0,221.0,1
530,11,,2.0,4.0,80.0,1
531,11,,2.0,4.0,296.0,1
532,11,,2.0,4.0,226.0,1
533,11,,2.0,4.0,833.0,1
534,11,,2.0,4.0,406.0,1
535,11,,2.0,2.0,762.0,1
536,11,,2.0,2.0,316.0,1
537,11,,2.0,4.0,685.0,1
538,11,,2.0,2.0,1500.0,1
539,11,,,,,1
540,11,,2.0,2.0,535.0,1
541,11,,,,,1
542,11,,2.0,4.0,507.0,1
543,11,,,,,1
544,11,,,,,1
545,11,,2.0,4.0,411.0,1
546,11,3.0,4.0,4.0,250.0,1
547,11,,,,,1
548,11,,2.0,4.0,1250.0,1
549,11,,2.0,4.0,770.0,1
550,11,,2.0,2.0,529.0,1
551,11,3.0,4.0,4.0,700.0,1
552,11,,2.0,2.0,300.0,1
553,11,,2.0,4.0,788.0,1
554,11,,2.0,4.0,197.0,1
555,11,,2.0,4.0,525.0,1
556,11,,2.0,4.0,400.0,1
557,11,3.0,4.0,4.0,112.0,1
558,11,,2.0,4.0,788.0,1
559,11,,2.0,4.0,536.0,1
560,11,,2.0,4.0,2333.0,1
561,11,,2.0,2.0,600.0,1
562,11,,2.0,4.0,476.0,1
563,11,,,,,1
564,11,,2.0,4.0,163.0,1
565,11,,,,,1
566,11,,,,,1
567,11,,2.0,2.0,388.0,1
568,11,,2.0,4.0,394.0,1
569,11,,2.0,4.0,1200.0,1
570,11,,2.0,4.0,666.0,1
571,11,,2.0,4.0,217.0,1
572,11,,2.0,4.0,1600.0,8
573,11,,2.0,4.0,333.0,8
574,11,,2.0,4.0,796.0,8
575,11,,2.0,4.0,1538.0,8
576,11,3.0,4.0,4.0,1188.0,8
577,11,,2.0,4.0,264.0,8
578,11,,,,,8
579,11,,,,,8
580,11,,,,,8
581,11,,2.0,4.0,1988.0,8
582,11,,,,,8
583,11,,2.0,4.0,788.0,8
584,11,,2.0,4.0,394.0,8
585,11,,2.0,4.0,360.0,8
586,11,,2.0,4.0,800.0,8
587,11,,2.0,4.0,770.0,8
588,11,,2.0,4.0,788.0,1
589,11,,2.0,2.0,366.0,1
590,11,,2.0,4.0,2500.0,1
591,11,,2.0,4.0,1734.0,1
592,11,,2.0,2.0,999999999999.0,1
593,11,,,,,1
594,11,,2.0,2.0,983.0,1
595,11,,,,,1
596,11,,2.0,2.0,1560.0,1
597,11,,,,,1
598,11,,2.0,2.0,1894.0,1
599,11,,,,,1
600,11,,2.0,2.0,1850.0,1
601,11,,2.0,2.0,2125.0,1
602,11,,,,,1
603,11,,2.0,2.0,1125.0,1
604,11,3.0,4.0,4.0,1576.0,1
605,11,,2.0,4.0,800.0,1
606,11,,2.0,4.0,794.0,1
607,11,,2.0,4.0,938.0,1
608,11,,2.0,2.0,1175.0,1
609,11,,2.0,4.0,320.0,1
610,11,,2.0,4.0,1338.0,1
611,11,,2.0,2.0,200.0,1
612,11,,2.0,2.0,916.0,1
613,11,,2.0,2.0,373.0,1
614,11,,2.0,2.0,497.0,1
615,11,,2.0,4.0,340.0,1
616,11,,2.0,4.0,788.0,1
617,11,,2.0,2.0,504.0,1
618,11,,2.0,2.0,701.0,1
619,11,,2.0,2.0,880.0,1
620,11,,2.0,2.0,166.0,1
621,11,,2.0,2.0,1500.0,1
622,11,3.0,4.0,2.0,207.0,1
623,11,,2.0,4.0,788.0,1
624,11,,2.0,4.0,1300.0,1
625,11,,2.0,2.0,821.0,1
626,11,,2.0,2.0,1200.0,1
627,11,,2.0,4.0,500.0,1
628,11,,2.0,2.0,412.0,1
629,11,,2.0,2.0,1566.0,1
630,11,,2.0,4.0,400.0,1
631,11,,2.0,2.0,311.0,1
632,11,,2.0,2.0,1500.0,1
633,11,,,,,1
634,11,,2.0,4.0,883.0,1
635,11,,2.0,2.0,625.0,1
636,11,,2.0,2.0,846.0,1
637,11,,2.0,2.0,500.0,1
638,11,,2.0,2.0,1433.0,1
639,11,,2.0,2.0,250.0,1
640,11,,2.0,2.0,729.0,1
641,11,3.0,4.0,4.0,1576.0,1
642,11,,2.0,2.0,1394.0,1
643,11,,2.0,2.0,1400.0,1
644,11,,,,,1
645,11,,,,,1
646,11,,2.0,2.0,1200.0,1
647,11,,2.0,2.0,950.0,1
648,11,,2.0,2.0,433.0,1
649,11,,2.0,4.0,788.0,8
650,11,,2.0,4.0,725.0,8
651,11,,2.0,4.0,186.0,8
652,11,,,,,8
653,11,,,,,8
654,11,,2.0,4.0,1576.0,8
655,11,,2.0,4.0,525.0,8
656,11,3.0,4.0,4.0,894.0,8
657,11,3.0,4.0,4.0,788.0,8
658,11,,,,,8
659,11,,,,,8
660,11,,2.0,4.0,216.0,8
661,11,,2.0,4.0,525.0,8
662,11,,2.0,4.0,400.0,8
663,11,,,,,8
664,11,,2.0,4.0,286.0,8
665,11,,2.0,4.0,704.0,8
666,11,,,,,8
667,11,3.0,4.0,4.0,788.0,8
668,11,,,,,1
669,11,,,,,1
670,11,,2.0,4.0,512.0,1
671,11,,,,,1
672,11,,2.0,2.0,2600.0,1
673,11,,2.0,4.0,300.0,1
674,11,,2.0,2.0,788.0,1
675,11,,2.0,2.0,388.0,1
676,11,,2.0,2.0,500.0,1
677,11,,2.0,4.0,788.0,1
678,11,,2.0,2.0,3600.0,1
679,11,,2.0,4.0,239.0,1
680,11,3.0,4.0,4.0,450.0,1
681,11,,2.0,2.0,2800.0,1
682,11,3.0,4.0,4.0,788.0,1
683,11,,2.0,2.0,197.0,1
684,11,,2.0,4.0,465.0,1
685,11,,2.0,2.0,1200.0,1
686,11,,2.0,2.0,497.0,1
687,11,,,,,1
688,11,,2.0,4.0,0.0,1
689,11,,2.0,2.0,1150.0,1
690,11,,2.0,2.0,525.0,1
691,11,,2.0,2.0,1650.0,1
692,11,,,,,1
693,11,,2.0,2.0,1550.0,1
694,11,,2.0,2.0,1400.0,1
695,11,,,,,1
696,11,,2.0,2.0,210.0,1
697,11,,,,,1
698,11,,,,,1
699,11,,,,,1
700,11,,2.0,4.0,600.0,1
701,11,,2.0,2.0,500.0,1
702,11,,,,,1
703,11,,2.0,2.0,1375.0,1
704,11,,2.0,4.0,800.0,1
705,11,,2.0,2.0,1175.0,1
706,11,,2.0,4.0,1475.0,1
707,11,,,,,1
708,11,,2.0,4.0,1000.0,1
709,11,,2.0,2.0,1300.0,1
710,11,,2.0,2.0,1000.0,1
711,11,,2.0,2.0,7800.0,1
712,11,,,,,1
713,11,,,,,1
714,11,,,,,1
715,11,,2.0,2.0,860.0,1
716,11,,2.0,4.0,772.0,1
717,11,,2.0,2.0,1100.0,1
718,11,,2.0,2.0,3333.0,1
719,11,,2.0,4.0,494.0,1
720,11,,2.0,2.0,0.0,1
721,11,,2.0,2.0,600.0,1
722,11,,2.0,2.0,975.0,1
723,11,,2.0,4.0,1900.0,1
724,11,,2.0,2.0,4650.0,1
725,11,,,,,1
726,11,,2.0,2.0,7980.0,1
727,11,,2.0,4.0,311.0,1
728,11,,2.0,4.0,788.0,1
729,11,,2.0,4.0,228.0,1
730,11,,2.0,2.0,400.0,1
731,11,,,,,1
732,11,,2.0,4.0,233.0,1
733,11,,2.0,2.0,1300.0,1
734,11,,,,,1
735,11,,,,,1
736,11,,,,,1
737,11,,,,,1
738,11,,2.0,2.0,500.0,1
739,11,,2.0,4.0,300.0,1
740,11,,2.0,2.0,2125.0,1
741,11,,2.0,4.0,913.0,1
742,11,,2.0,4.0,262.0,1
743,11,,,,,1
744,11,,2.0,2.0,451.0,1
745,11,,2.0,2.0,600.0,1
746,11,,2.0,4.0,469.0,1
747,11,,,,,1
748,11,,,,,1
749,11,,2.0,2.0,2066.0,1
750,11,,,,,1
751,11,,2.0,2.0,929.0,1
752,11,,2.0,4.0,434.0,1
753,11,,2.0,2.0,4028.0,1
754,11,,2.0,2.0,3500.0,1
755,11,,,,,1
756,11,,,,,1
757,11,,,,,1
758,11,,2.0,4.0,1000.0,1
759,11,,,,,1
760,11,,2.0,2.0,3650.0,1
761,11,,2.0,2.0,732.0,1
762,11,,,,,1
763,11,,,,,1
764,11,,2.0,2.0,3450.0,1
765,11,,2.0,2.0,362.0,1
766,11,,,,,1
767,11,,,,,1
768,11,,,,,1
769,11,,,,,1
770,11,,2.0,4.0,550.0,1
771,11,,2.0,2.0,1300.0,1
772,11,,,,,1
773,11,,,,,1
774,11,,2.0,4.0,788.0,1
775,11,,2.0,2.0,1534.0,1
776,11,,,,,1
777,11,,,,,1
778,11,,2.0,2.0,262.0,1
779,11,,,,,1
780,11,,,,,1
781,11,,2.0,2.0,733.0,1
782,11,,2.0,2.0,1400.0,1
783,11,,2.0,2.0,1338.0,1
784,11,,2.0,2.0,900.0,1
785,11,,,,,1
786,11,,,,,1
787,11,,2.0,4.0,985.0,1
788,11,,2.0,2.0,592.0,1
789,11,,2.0,2.0,1050.0,1
790,11,,2.0,2.0,397.0,1
791,11,,2.0,4.0,103.0,1
792,11,,,,,1
793,11,,,,,1
794,11,,,,,1
795,11,,,,,1
796,11,,2.0,2.0,2216.0,1
797,11,,2.0,2.0,2780.0,1
798,11,,2.0,2.0,929.0,1
799,11,,2.0,2.0,964.0,1
800,11,,2.0,2.0,5800.0,1
801,11,,,,,1
802,11,,2.0,4.0,400.0,1
803,11,,,,,1
804,11,,,,,1
