,UF,V0227,V0226,V02322,V4621,V4105
21083,17,,2.0,4.0,452.0,1
21084,17,,2.0,2.0,1550.0,1
21085,17,,2.0,4.0,360.0,1
21086,17,,,,,1
21087,17,,2.0,4.0,999999999999.0,1
21088,17,,2.0,4.0,678.0,1
21089,17,,,,,1
21090,17,,2.0,2.0,999999999999.0,1
21091,17,,,,,1
21092,17,,2.0,2.0,194.0,1
21093,17,,2.0,4.0,479.0,1
21094,17,,2.0,2.0,1350.0,1
21095,17,,,,,1
21096,17,,2.0,4.0,700.0,1
21097,17,,2.0,2.0,400.0,1
21098,17,,2.0,2.0,452.0,1
21099,17,3.0,4.0,4.0,678.0,1
21100,17,,,,1500.0,1
21101,17,,,,,1
21102,17,,2.0,4.0,303.0,1
21103,17,,2.0,4.0,228.0,1
21104,17,,2.0,2.0,200.0,1
21105,17,,2.0,4.0,726.0,1
21106,17,,2.0,2.0,1000.0,1
21107,17,,2.0,4.0,266.0,1
21108,17,,2.0,4.0,450.0,1
21109,17,,,,,1
21110,17,,2.0,2.0,1800.0,1
21111,17,,,,,1
21112,17,,2.0,2.0,218.0,1
21113,17,,2.0,4.0,999999999999.0,1
21114,17,,2.0,2.0,1166.0,1
21115,17,,2.0,4.0,549.0,1
21116,17,,2.0,2.0,240.0,1
21117,17,,2.0,4.0,260.0,1
21118,17,,2.0,4.0,852.0,1
21119,17,,2.0,4.0,193.0,1
21120,17,,,,,1
21121,17,3.0,4.0,4.0,1356.0,1
21122,17,,2.0,4.0,1200.0,1
21123,17,,2.0,4.0,900.0,1
21124,17,,2.0,4.0,900.0,1
21125,17,,,,,1
21126,17,,2.0,4.0,350.0,1
21127,17,,2.0,4.0,177.0,1
21128,17,,2.0,4.0,339.0,1
21129,17,3.0,4.0,4.0,678.0,1
21130,17,,2.0,2.0,671.0,1
21131,17,,2.0,4.0,0.0,1
21132,17,,2.0,4.0,800.0,1
21133,17,,2.0,4.0,0.0,1
21134,17,,,,,1
21135,17,,2.0,2.0,550.0,1
21136,17,,2.0,4.0,316.0,1
21137,17,,2.0,2.0,739.0,1
21138,17,,,,,1
21139,17,,,,,1
21140,17,,2.0,2.0,1666.0,1
21141,17,,2.0,2.0,525.0,1
21142,17,,,,,1
21143,17,,,,,1
21144,17,,2.0,2.0,1035.0,1
21145,17,,2.0,2.0,6020.0,1
21146,17,,,,,1
21147,17,,2.0,2.0,10900.0,1
21148,17,,,,,1
21149,17,,2.0,2.0,4333.0,1
21150,17,,,,,1
21151,17,,,,,1
21152,17,,2.0,2.0,2500.0,1
21153,17,,2.0,2.0,1100.0,1
21154,17,,2.0,2.0,666.0,1
21155,17,,,,,1
21156,17,,,,,1
21157,17,,,,,1
21158,17,,,,,1
21159,17,,2.0,2.0,13100.0,1
21160,17,,2.0,2.0,2905.0,1
21161,17,,2.0,2.0,3960.0,1
21162,17,,2.0,2.0,3250.0,1
21163,17,,2.0,2.0,3000.0,1
21164,17,,2.0,2.0,10000.0,1
21165,17,,2.0,2.0,5000.0,1
21166,17,,,,,1
21167,17,,2.0,4.0,520.0,1
21168,17,,2.0,4.0,230.0,1
21169,17,,2.0,2.0,533.0,1
21170,17,,2.0,4.0,852.0,1
21171,17,,2.0,4.0,678.0,1
21172,17,,2.0,4.0,50.0,1
21173,17,,2.0,4.0,999999999999.0,1
21174,17,,2.0,2.0,999999999999.0,1
21175,17,,2.0,4.0,1023.0,1
21176,17,,,,,1
21177,17,,2.0,2.0,1733.0,1
21178,17,,2.0,4.0,678.0,1
21179,17,,2.0,4.0,357.0,1
21180,17,,2.0,2.0,466.0,1
21181,17,,2.0,4.0,1166.0,1
21182,17,,2.0,4.0,446.0,1
21183,17,,2.0,4.0,446.0,1
21184,17,,,,,1
21185,17,,2.0,2.0,257.0,1
21186,17,,2.0,4.0,266.0,1
21187,17,,2.0,4.0,269.0,1
21188,17,,2.0,4.0,397.0,1
21189,17,,2.0,4.0,372.0,1
21190,17,,2.0,4.0,90.0,1
21191,17,3.0,4.0,4.0,416.0,1
21192,17,,2.0,4.0,130.0,1
21193,17,,2.0,4.0,501.0,1
21194,17,,2.0,4.0,400.0,1
21195,17,,2.0,4.0,678.0,1
21196,17,,2.0,4.0,303.0,1
21197,17,,2.0,4.0,1500.0,1
21198,17,,2.0,4.0,350.0,1
21199,17,,,,,1
21200,17,,2.0,4.0,470.0,1
21201,17,,2.0,4.0,678.0,1
21202,17,,2.0,4.0,500.0,1
21203,17,,2.0,4.0,633.0,1
21204,17,,2.0,4.0,417.0,1
21205,17,,2.0,2.0,647.0,1
21206,17,,2.0,4.0,71.0,1
21207,17,,2.0,4.0,339.0,1
21208,17,,2.0,4.0,535.0,1
21209,17,,2.0,2.0,361.0,1
21210,17,,2.0,4.0,1250.0,1
21211,17,,,,,1
21212,17,,,,,1
21213,17,,2.0,4.0,233.0,1
21214,17,,2.0,4.0,330.0,1
21215,17,,2.0,2.0,2500.0,1
21216,17,,,,,1
21217,17,,2.0,2.0,1700.0,1
21218,17,,2.0,4.0,426.0,1
21219,21,,2.0,4.0,1534.0,1
21220,21,,2.0,4.0,254.0,1
21221,21,,2.0,4.0,452.0,1
21222,21,,,,,1
21223,21,,2.0,4.0,240.0,1
21224,21,,2.0,4.0,158.0,1
21225,21,3.0,4.0,4.0,517.0,1
21226,21,,,,,1
21227,21,,,,,1
21228,21,,,,,1
21229,21,,2.0,4.0,76.0,1
21230,21,,2.0,4.0,238.0,1
21231,21,,2.0,4.0,678.0,1
21232,21,,2.0,4.0,226.0,1
21233,21,,2.0,4.0,652.0,1
21234,21,,2.0,4.0,532.0,1
21235,21,,,,,1
21236,21,,2.0,4.0,627.0,1
21237,21,,,,,1
21238,21,,2.0,4.0,263.0,1
21239,21,,,,,1
21240,21,3.0,4.0,4.0,167.0,1
21241,21,,2.0,4.0,287.0,1
21242,21,,2.0,2.0,1250.0,1
21243,21,,,,,1
21244,21,,2.0,4.0,271.0,1
21245,21,,2.0,4.0,271.0,1
21246,21,,2.0,4.0,113.0,1
21247,21,,2.0,4.0,339.0,1
21248,21,,2.0,4.0,169.0,8
21249,21,3.0,4.0,4.0,50.0,8
21250,21,,2.0,4.0,225.0,8
21251,21,3.0,4.0,4.0,226.0,8
21252,21,,2.0,4.0,500.0,8
21253,21,,2.0,4.0,34.0,8
21254,21,3.0,4.0,4.0,38.0,8
21255,21,,2.0,4.0,364.0,8
21256,21,3.0,4.0,4.0,339.0,8
21257,21,,2.0,4.0,72.0,8
21258,21,3.0,4.0,4.0,25.0,8
21259,21,,2.0,4.0,448.0,8
21260,21,,,,,1
21261,21,,2.0,4.0,0.0,1
21262,21,,2.0,4.0,678.0,1
21263,21,,2.0,4.0,250.0,1
21264,21,,2.0,4.0,694.0,1
21265,21,,2.0,4.0,508.0,1
21266,21,,2.0,4.0,195.0,1
21267,21,,2.0,2.0,33.0,1
21268,21,,,,,1
21269,21,,2.0,4.0,169.0,1
21270,21,,2.0,4.0,499.0,1
21271,21,,2.0,2.0,384.0,1
21272,21,,2.0,4.0,539.0,1
21273,21,,2.0,4.0,373.0,1
21274,21,,2.0,4.0,41.0,7
21275,21,,2.0,4.0,293.0,7
21276,21,3.0,4.0,4.0,50.0,7
21277,21,,2.0,4.0,57.0,7
21278,21,,2.0,4.0,142.0,7
21279,21,,2.0,4.0,390.0,7
21280,21,,2.0,4.0,84.0,7
21281,21,,2.0,4.0,75.0,7
21282,21,,2.0,4.0,42.0,7
21283,21,,2.0,4.0,27.0,7
21284,21,,2.0,4.0,50.0,7
21285,21,,2.0,4.0,1630.0,7
21286,21,,,,,7
21287,21,,2.0,4.0,155.0,7
21288,21,,2.0,2.0,528.0,1
21289,21,,2.0,4.0,602.0,1
21290,21,,2.0,4.0,339.0,1
21291,21,,2.0,4.0,546.0,1
21292,21,,2.0,4.0,1017.0,1
21293,21,,2.0,2.0,215.0,1
21294,21,,,,,1
21295,21,,,,,1
21296,21,,2.0,2.0,158.0,1
21297,21,,2.0,4.0,1540.0,1
21298,21,,2.0,4.0,339.0,1
21299,21,,2.0,4.0,226.0,1
21300,21,,2.0,4.0,129.0,1
21301,21,,2.0,4.0,678.0,1
21302,21,,,,,1
21303,21,,2.0,2.0,564.0,1
21304,21,,2.0,4.0,464.0,1
21305,21,,2.0,4.0,500.0,5
21306,21,,2.0,4.0,600.0,5
21307,21,,2.0,4.0,410.0,5
21308,21,,2.0,4.0,678.0,5
21309,21,3.0,4.0,4.0,1200.0,5
21310,21,,2.0,4.0,839.0,5
21311,21,,2.0,4.0,14.0,5
21312,21,,2.0,4.0,263.0,5
21313,21,,,,,5
21314,21,,2.0,4.0,479.0,5
21315,21,,2.0,4.0,678.0,5
21316,21,,2.0,4.0,452.0,5
21317,21,,2.0,4.0,38.0,5
21318,21,,2.0,4.0,173.0,5
21319,21,,,,,5
21320,21,,2.0,4.0,312.0,5
21321,21,,2.0,4.0,269.0,5
21322,21,,2.0,4.0,380.0,5
21323,21,,2.0,4.0,2034.0,5
21324,21,,2.0,4.0,999999999999.0,5
21325,21,,2.0,4.0,113.0,5
21326,21,,2.0,4.0,70.0,5
21327,21,,,,,5
21328,21,3.0,4.0,4.0,678.0,5
21329,21,,2.0,4.0,71.0,8
21330,21,,2.0,4.0,93.0,8
21331,21,,2.0,4.0,678.0,8
21332,21,,2.0,4.0,315.0,8
21333,21,,2.0,4.0,820.0,8
21334,21,,2.0,4.0,309.0,8
21335,21,,2.0,4.0,300.0,5
21336,21,,2.0,4.0,350.0,5
21337,21,,2.0,4.0,452.0,5
21338,21,,2.0,4.0,678.0,5
21339,21,,2.0,4.0,678.0,5
21340,21,,2.0,4.0,150.0,5
21341,21,,2.0,4.0,154.0,5
21342,21,,2.0,4.0,678.0,5
21343,21,,2.0,4.0,339.0,5
21344,21,,2.0,4.0,678.0,5
21345,21,,2.0,4.0,785.0,5
21346,21,,2.0,4.0,75.0,5
21347,21,,,,,5
21348,21,,2.0,4.0,146.0,5
21349,21,,2.0,4.0,494.0,5
21350,21,,2.0,4.0,204.0,5
21351,21,,,,,5
21352,21,,2.0,4.0,1178.0,5
21353,21,,2.0,4.0,525.0,5
21354,21,3.0,4.0,4.0,999999999999.0,5
21355,21,,2.0,4.0,70.0,5
21356,21,,,,,5
21357,21,,2.0,4.0,416.0,5
21358,21,,2.0,4.0,718.0,5
21359,21,,2.0,2.0,452.0,5
21360,21,,2.0,2.0,245.0,5
21361,21,,2.0,4.0,130.0,5
21362,21,,,,,5
21363,21,,2.0,4.0,67.0,5
21364,21,,2.0,4.0,70.0,5
21365,21,,2.0,4.0,23.0,5
21366,21,,2.0,4.0,575.0,5
21367,21,,2.0,4.0,266.0,5
21368,21,,2.0,4.0,160.0,5
21369,21,,2.0,4.0,462.0,1
21370,21,,2.0,4.0,120.0,1
21371,21,,,,,1
21372,21,,2.0,4.0,426.0,1
21373,21,3.0,4.0,4.0,486.0,1
21374,21,,2.0,4.0,212.0,1
21375,21,,2.0,4.0,130.0,1
21376,21,,2.0,4.0,99.0,1
21377,21,,2.0,4.0,764.0,1
21378,21,,2.0,4.0,256.0,1
21379,21,,2.0,4.0,271.0,1
21380,21,,,,,1
21381,21,,,,,1
21382,21,,,,,1
21383,21,,2.0,4.0,471.0,1
21384,21,,2.0,2.0,452.0,1
21385,21,,2.0,2.0,300.0,1
21386,21,,2.0,4.0,281.0,1
21387,21,,2.0,4.0,68.0,1
21388,21,,2.0,4.0,223.0,1
21389,21,,,,,1
21390,21,,,,,1
21391,21,,2.0,4.0,1285.0,1
21392,21,,2.0,4.0,330.0,1
21393,21,,2.0,4.0,83.0,1
21394,21,,,,,1
21395,21,,2.0,4.0,145.0,1
21396,21,,2.0,4.0,133.0,1
21397,21,,2.0,4.0,203.0,1
21398,21,,,,,1
21399,21,,2.0,4.0,189.0,1
21400,21,,2.0,4.0,693.0,5
21401,21,,2.0,4.0,678.0,5
21402,21,,2.0,4.0,703.0,5
21403,21,,,,,5
21404,21,,2.0,4.0,178.0,5
21405,21,,,,,5
21406,21,,2.0,4.0,33.0,5
21407,21,,2.0,4.0,426.0,5
21408,21,,2.0,4.0,526.0,5
21409,21,,2.0,4.0,125.0,5
21410,21,,,,,5
21411,21,,,,,5
21412,21,,2.0,4.0,678.0,5
21413,21,,2.0,4.0,389.0,5
21414,21,,2.0,4.0,1004.0,5
21415,21,,2.0,4.0,1178.0,8
21416,21,,2.0,4.0,178.0,8
21417,21,,2.0,4.0,121.0,8
21418,21,,2.0,4.0,389.0,8
21419,21,3.0,4.0,4.0,0.0,8
21420,21,,2.0,4.0,139.0,8
21421,21,,2.0,4.0,92.0,8
21422,21,,,,,8
21423,21,3.0,4.0,4.0,352.0,8
21424,21,3.0,4.0,4.0,516.0,8
21425,21,,2.0,4.0,400.0,8
21426,21,,2.0,4.0,147.0,8
21427,21,,,,,8
21428,21,,2.0,4.0,223.0,8
21429,21,,2.0,4.0,138.0,8
21430,21,,2.0,4.0,100.0,8
21431,21,,2.0,4.0,23.0,8
21432,21,,2.0,4.0,106.0,5
21433,21,,2.0,4.0,227.0,5
21434,21,,2.0,4.0,125.0,5
21435,21,,2.0,4.0,678.0,5
21436,21,,2.0,4.0,107.0,5
21437,21,,2.0,4.0,999999999999.0,5
21438,21,,2.0,4.0,106.0,5
21439,21,,2.0,2.0,296.0,5
21440,21,,2.0,4.0,545.0,5
21441,21,,2.0,4.0,90.0,5
21442,21,,2.0,4.0,339.0,5
21443,21,,,,,5
21444,21,,2.0,4.0,252.0,5
21445,21,,2.0,4.0,600.0,5
21446,21,,2.0,4.0,1178.0,5
21447,21,,2.0,4.0,359.0,5
21448,21,,2.0,4.0,218.0,5
21449,21,,2.0,2.0,600.0,1
21450,21,,2.0,4.0,989.0,1
21451,21,,2.0,4.0,2734.0,1
21452,21,,2.0,4.0,739.0,1
21453,21,,2.0,4.0,600.0,1
21454,21,,2.0,4.0,938.0,1
21455,21,,2.0,4.0,1356.0,1
21456,21,,2.0,4.0,240.0,1
21457,21,,2.0,4.0,1725.0,1
21458,21,,,,,1
21459,21,,2.0,4.0,211.0,1
21460,21,,2.0,2.0,562.0,1
21461,21,,,,,1
21462,21,,2.0,4.0,1289.0,1
21463,21,,2.0,4.0,1167.0,1
21464,21,,,,,1
21465,21,,2.0,2.0,684.0,1
21466,21,,2.0,4.0,678.0,1
21467,21,,2.0,4.0,602.0,1
21468,21,,2.0,4.0,455.0,1
21469,21,,2.0,2.0,933.0,1
21470,21,,2.0,4.0,332.0,1
21471,21,3.0,4.0,4.0,826.0,1
21472,21,,2.0,4.0,559.0,1
21473,21,,2.0,4.0,794.0,1
21474,21,,,,,1
21475,21,,2.0,4.0,288.0,1
21476,21,,2.0,4.0,699.0,1
21477,21,,,,,1
21478,21,,2.0,4.0,359.0,1
21479,21,,,,,1
21480,21,,,,,1
21481,21,,2.0,4.0,678.0,1
21482,21,,,,,1
21483,21,,2.0,2.0,226.0,1
21484,21,,2.0,4.0,1589.0,1
21485,21,,2.0,4.0,429.0,1
21486,21,,2.0,4.0,339.0,1
21487,21,,2.0,4.0,1678.0,1
21488,21,,2.0,4.0,289.0,1
21489,21,,2.0,4.0,230.0,1
21490,21,,2.0,4.0,999999999999.0,1
21491,21,,2.0,4.0,505.0,1
21492,21,,2.0,2.0,972.0,1
21493,21,,2.0,4.0,1042.0,1
21494,21,,2.0,4.0,452.0,1
21495,21,,,,,1
21496,21,,2.0,4.0,210.0,1
21497,21,,,,,1
21498,21,,2.0,4.0,339.0,1
21499,21,,2.0,4.0,705.0,1
21500,21,,2.0,2.0,299.0,1
21501,21,,,,,1
21502,21,,2.0,4.0,1225.0,8
21503,21,,,,,8
21504,21,,,,,8
21505,21,,,,,8
21506,21,,2.0,4.0,317.0,8
21507,21,,,,,8
21508,21,,2.0,4.0,392.0,8
21509,21,,,,,8
21510,21,,2.0,4.0,2100.0,8
21511,21,,2.0,4.0,1050.0,8
21512,21,,,,,8
21513,21,3.0,4.0,4.0,750.0,8
21514,21,3.0,4.0,4.0,325.0,8
21515,21,,2.0,4.0,467.0,8
21516,21,,2.0,2.0,100.0,8
21517,21,,2.0,4.0,1666.0,8
21518,21,,2.0,4.0,192.0,8
21519,21,,,,,8
21520,21,,,,,8
21521,21,,2.0,4.0,514.0,8
21522,21,,,,,8
21523,21,,2.0,4.0,169.0,8
21524,21,,2.0,4.0,127.0,8
21525,21,,,,,8
21526,21,,2.0,4.0,342.0,8
21527,21,3.0,4.0,4.0,375.0,8
21528,21,,,,,8
21529,21,,2.0,4.0,660.0,8
21530,21,,,,,8
21531,21,,,,,8
21532,21,,2.0,4.0,354.0,1
21533,21,,2.0,4.0,537.0,1
21534,21,,,,,1
21535,21,,2.0,4.0,682.0,1
21536,21,,2.0,4.0,670.0,1
21537,21,,2.0,4.0,833.0,1
21538,21,,,,,1
21539,21,,2.0,4.0,575.0,1
21540,21,,2.0,4.0,731.0,1
21541,21,,2.0,2.0,900.0,1
21542,21,,,,,1
21543,21,,2.0,4.0,910.0,1
21544,21,,2.0,2.0,870.0,1
21545,21,,2.0,4.0,250.0,1
21546,21,,,,,1
21547,21,,2.0,4.0,208.0,1
21548,21,,2.0,4.0,678.0,1
21549,21,,2.0,4.0,1550.0,1
21550,21,,2.0,4.0,149.0,1
21551,21,,2.0,4.0,59.0,1
21552,21,,2.0,4.0,172.0,1
21553,21,,2.0,4.0,46.0,1
21554,21,,2.0,4.0,126.0,1
21555,21,,2.0,4.0,95.0,1
21556,21,,2.0,4.0,149.0,1
21557,21,,2.0,4.0,131.0,1
21558,21,,2.0,4.0,65.0,1
21559,21,,2.0,4.0,225.0,1
21560,21,,2.0,4.0,999999999999.0,1
21561,21,,2.0,4.0,100.0,1
21562,21,,2.0,4.0,52.0,1
21563,21,,2.0,4.0,40.0,1
21564,21,,2.0,4.0,75.0,1
21565,21,,2.0,4.0,66.0,1
21566,21,,2.0,4.0,186.0,1
21567,21,,,,,1
21568,21,,2.0,4.0,16.0,1
21569,21,,2.0,4.0,40.0,1
21570,21,,2.0,4.0,212.0,1
21571,21,,2.0,4.0,220.0,1
21572,21,,2.0,4.0,225.0,1
21573,21,,,,,1
21574,21,,2.0,4.0,390.0,1
21575,21,,2.0,4.0,30.0,1
21576,21,,2.0,4.0,479.0,8
21577,21,,2.0,4.0,999999999999.0,8
21578,21,,2.0,4.0,100.0,8
21579,21,,,,,8
21580,21,,,,,8
21581,21,,2.0,4.0,678.0,8
21582,21,,2.0,4.0,61.0,8
21583,21,,2.0,4.0,999999999999.0,8
21584,21,,2.0,4.0,275.0,8
21585,21,,2.0,4.0,33.0,8
21586,21,,2.0,4.0,100.0,8
21587,21,,2.0,4.0,70.0,8
21588,21,,,,,8
21589,21,,2.0,4.0,678.0,8
21590,21,,,,,8
21591,21,,2.0,4.0,0.0,8
21592,21,,2.0,4.0,55.0,8
21593,21,,2.0,4.0,25.0,8
21594,21,,,,,8
21595,21,,,,,8
21596,21,,2.0,4.0,853.0,8
21597,21,,2.0,4.0,126.0,8
21598,21,,,,,8
21599,21,,2.0,4.0,55.0,5
21600,21,3.0,4.0,4.0,70.0,5
21601,21,,2.0,4.0,999999999999.0,5
21602,21,,2.0,4.0,69.0,5
21603,21,,2.0,4.0,48.0,5
21604,21,,2.0,4.0,278.0,5
21605,21,,2.0,4.0,0.0,5
21606,21,,2.0,4.0,144.0,5
21607,21,,,,,5
21608,21,,2.0,4.0,101.0,5
21609,21,,,,,5
21610,21,,,,,5
21611,21,,2.0,4.0,33.0,5
21612,21,,2.0,4.0,383.0,5
21613,21,,2.0,4.0,330.0,5
21614,21,,2.0,4.0,102.0,5
21615,21,,2.0,4.0,989.0,5
21616,21,,2.0,2.0,549.0,5
21617,21,,2.0,2.0,235.0,5
21618,21,,2.0,4.0,627.0,5
21619,21,,2.0,4.0,267.0,5
21620,21,,2.0,4.0,486.0,5
21621,21,,2.0,4.0,350.0,5
21622,21,,2.0,4.0,533.0,5
21623,21,3.0,4.0,4.0,0.0,5
21624,21,,2.0,4.0,318.0,8
21625,21,,2.0,4.0,140.0,8
21626,21,,2.0,4.0,157.0,8
21627,21,,2.0,4.0,235.0,8
21628,21,,2.0,4.0,678.0,8
21629,21,,2.0,4.0,168.0,8
21630,21,,2.0,4.0,250.0,8
21631,21,,,,,8
21632,21,,,,,8
21633,21,,,,,8
21634,21,,2.0,4.0,146.0,5
21635,21,,2.0,4.0,452.0,5
21636,21,,2.0,4.0,286.0,5
21637,21,,2.0,4.0,234.0,5
21638,21,,2.0,4.0,876.0,5
21639,21,,2.0,4.0,1017.0,5
21640,21,,,,,5
21641,21,,,,,5
21642,21,,2.0,4.0,339.0,5
21643,21,,2.0,4.0,678.0,5
21644,21,,,,,5
21645,21,,2.0,4.0,678.0,5
21646,21,,2.0,4.0,55.0,5
21647,21,,2.0,4.0,325.0,1
21648,21,,2.0,2.0,835.0,1
21649,21,,2.0,4.0,678.0,1
21650,21,,2.0,4.0,406.0,1
21651,21,,,,,1
21652,21,,2.0,4.0,185.0,1
21653,21,,2.0,4.0,254.0,1
21654,21,,2.0,4.0,279.0,1
21655,21,,2.0,4.0,692.0,1
21656,21,,,,,1
21657,21,,2.0,4.0,1017.0,1
21658,21,,2.0,4.0,121.0,1
21659,21,,2.0,4.0,311.0,8
21660,21,,2.0,4.0,166.0,8
21661,21,,2.0,4.0,362.0,8
21662,21,,2.0,4.0,307.0,8
21663,21,3.0,4.0,4.0,678.0,8
21664,21,,2.0,4.0,339.0,8
21665,21,,2.0,4.0,978.0,8
21666,21,,2.0,4.0,585.0,8
21667,21,,2.0,4.0,794.0,8
21668,21,,2.0,4.0,783.0,8
21669,21,,2.0,4.0,169.0,8
21670,21,,2.0,4.0,798.0,8
21671,21,,2.0,4.0,433.0,1
21672,21,,2.0,2.0,642.0,1
21673,21,,2.0,4.0,84.0,1
21674,21,,2.0,2.0,583.0,1
21675,21,,2.0,4.0,122.0,1
21676,21,,2.0,4.0,1852.0,1
21677,21,,2.0,4.0,659.0,1
21678,21,,2.0,4.0,914.0,1
21679,21,,2.0,4.0,370.0,1
21680,21,,2.0,4.0,1078.0,1
21681,21,,2.0,4.0,348.0,1
21682,21,,2.0,4.0,118.0,1
21683,21,,2.0,4.0,162.0,1
21684,21,,2.0,4.0,678.0,1
21685,21,,2.0,4.0,666.0,1
21686,21,,2.0,4.0,678.0,1
21687,21,,2.0,4.0,763.0,1
21688,21,,,,,1
21689,21,,2.0,4.0,339.0,1
21690,21,,2.0,4.0,339.0,1
21691,21,,2.0,4.0,564.0,1
21692,21,,,,,1
21693,21,,2.0,4.0,678.0,1
21694,21,,2.0,4.0,133.0,1
21695,21,,2.0,4.0,339.0,1
21696,21,,2.0,4.0,61.0,1
21697,21,,,,,1
21698,21,,2.0,4.0,117.0,1
21699,21,,2.0,4.0,439.0,1
21700,21,,2.0,4.0,678.0,1
21701,21,,2.0,2.0,4000.0,1
21702,21,,,,,1
21703,21,3.0,4.0,4.0,278.0,5
21704,21,,,,,5
21705,21,,2.0,4.0,1226.0,5
21706,21,,2.0,4.0,678.0,5
21707,21,,2.0,4.0,425.0,5
21708,21,,,,,5
21709,21,,2.0,4.0,275.0,5
21710,21,,,,,5
21711,21,,2.0,4.0,439.0,5
21712,21,,2.0,2.0,770.0,5
21713,21,,2.0,4.0,839.0,5
21714,21,,2.0,4.0,572.0,5
21715,21,,2.0,4.0,270.0,5
21716,21,,2.0,4.0,71.0,5
21717,21,,2.0,4.0,701.0,5
21718,21,3.0,4.0,4.0,589.0,5
21719,21,,2.0,4.0,250.0,5
21720,21,,2.0,4.0,133.0,5
21721,21,,2.0,4.0,277.0,5
21722,21,,2.0,4.0,33.0,5
21723,21,,,,,5
21724,21,,2.0,4.0,68.0,5
21725,21,,,,,5
21726,21,,2.0,4.0,236.0,5
21727,21,,2.0,4.0,155.0,5
21728,21,,,,,5
21729,21,,2.0,4.0,492.0,5
21730,21,,2.0,4.0,295.0,5
21731,21,,2.0,4.0,99.0,5
21732,21,,,,,5
21733,21,,2.0,4.0,0.0,8
21734,21,,2.0,4.0,57.0,8
21735,21,,2.0,4.0,35.0,8
21736,21,,2.0,4.0,16.0,8
21737,21,,2.0,4.0,50.0,8
21738,21,,2.0,4.0,38.0,8
21739,21,,2.0,4.0,50.0,8
21740,21,3.0,4.0,4.0,40.0,8
21741,21,,,,,8
21742,21,3.0,4.0,4.0,0.0,8
21743,21,,2.0,4.0,366.0,1
21744,21,,2.0,4.0,231.0,1
21745,21,,2.0,4.0,604.0,1
21746,21,,2.0,4.0,97.0,1
21747,21,,2.0,4.0,322.0,1
21748,21,,2.0,4.0,339.0,1
21749,21,,2.0,4.0,298.0,1
21750,21,,2.0,4.0,226.0,1
21751,21,,2.0,4.0,582.0,1
21752,21,,2.0,4.0,165.0,1
21753,21,,2.0,4.0,134.0,1
21754,21,,2.0,4.0,200.0,1
21755,21,,2.0,4.0,146.0,1
21756,21,,2.0,4.0,106.0,5
21757,21,,2.0,4.0,0.0,5
21758,21,,2.0,4.0,50.0,5
21759,21,,2.0,4.0,233.0,5
21760,21,,2.0,4.0,389.0,5
21761,21,,2.0,4.0,170.0,5
21762,21,,,,,5
21763,21,,2.0,4.0,68.0,5
21764,21,,,,,5
21765,21,,2.0,4.0,67.0,5
21766,21,,2.0,4.0,38.0,5
21767,21,,2.0,4.0,551.0,5
21768,21,,2.0,4.0,425.0,5
21769,21,,2.0,4.0,296.0,5
21770,21,,2.0,4.0,678.0,8
21771,21,,2.0,4.0,57.0,8
21772,21,,2.0,4.0,339.0,8
21773,21,,,,,8
21774,21,3.0,4.0,4.0,154.0,8
21775,21,3.0,4.0,4.0,0.0,8
21776,21,,2.0,4.0,70.0,8
21777,21,,,,,8
21778,21,,,,,8
21779,21,3.0,4.0,4.0,50.0,8
21780,21,,2.0,4.0,33.0,8
21781,21,,,,,8
21782,21,,2.0,4.0,0.0,8
21783,21,,,,,8
21784,21,,2.0,4.0,70.0,8
21785,21,3.0,4.0,4.0,290.0,8
21786,21,,,,,8
21787,21,,2.0,4.0,52.0,8
21788,21,3.0,4.0,4.0,81.0,8
21789,21,3.0,4.0,4.0,65.0,8
21790,21,3.0,4.0,4.0,65.0,8
21791,21,3.0,4.0,4.0,69.0,8
21792,21,,2.0,4.0,226.0,8
21793,21,,2.0,4.0,82.0,8
21794,21,,2.0,4.0,91.0,8
21795,21,,2.0,4.0,374.0,8
21796,21,,2.0,4.0,678.0,8
21797,21,,2.0,4.0,222.0,1
21798,21,,2.0,4.0,633.0,1
21799,21,,2.0,4.0,369.0,1
21800,21,,2.0,4.0,161.0,1
21801,21,,,,,1
21802,21,,2.0,2.0,110.0,1
21803,21,,2.0,4.0,713.0,1
21804,21,3.0,4.0,4.0,262.0,1
21805,21,,2.0,4.0,169.0,1
21806,21,,,,,1
21807,21,,,,,1
21808,21,,2.0,2.0,292.0,1
21809,21,,2.0,4.0,48.0,1
21810,21,,,,,1
21811,21,,2.0,4.0,221.0,1
21812,21,,2.0,4.0,66.0,1
21813,21,,2.0,4.0,100.0,1
21814,21,,2.0,4.0,75.0,1
21815,21,,2.0,2.0,360.0,1
21816,21,,,,,1
21817,21,,2.0,4.0,1882.0,1
21818,21,,2.0,4.0,216.0,1
21819,21,,2.0,2.0,689.0,1
21820,21,,2.0,4.0,1500.0,1
21821,21,,2.0,2.0,339.0,1
21822,21,,2.0,4.0,426.0,1
21823,21,,2.0,2.0,678.0,1
21824,21,,2.0,2.0,2000.0,1
21825,21,,,,,1
21826,21,,,,,1
21827,21,,,,,1
21828,21,,2.0,2.0,999999999999.0,1
21829,21,,,,,1
21830,21,,2.0,4.0,294.0,1
21831,21,,2.0,4.0,678.0,1
21832,21,,2.0,4.0,180.0,1
21833,21,,,,,1
21834,21,,2.0,4.0,286.0,1
